year,material,region,recycling_rate,remanufacturing_rate,disposal_rate
1967,tin,EU27,0.3990079366147624,0.02,0.5809920633852376
1967,tin,RoW,0.4032894394538698,0.02,0.5767105605461301
1967,zinc,China,0.5496110866317041,0.02,0.4303889133682959
1967,zinc,EU27,0.4492793272177287,0.02,0.5307206727822713
1967,zinc,RoW,0.3830038157897484,0.02,0.5969961842102516
1968,nickel,China,0.5690204899368108,0.02,0.4109795100631892
1968,nickel,EU27,0.5404111188999647,0.02,0.4395888811000352
1968,nickel,RoW,0.4340942503394536,0.02,0.5459057496605464
1968,tin,China,0.3471874627329443,0.02,0.6328125372670557
1968,tin,EU27,0.4030547744267477,0.02,0.5769452255732522
1968,tin,RoW,0.4073797013333773,0.02,0.5726202986666227
1968,zinc,China,0.5551853790784604,0.02,0.4248146209215395
1968,zinc,EU27,0.4538360299864844,0.02,0.5261639700135156
1968,zinc,RoW,0.3868883358246696,0.02,0.5931116641753303
1969,nickel,China,0.5745636534563198,0.02,0.4054363465436802
1969,nickel,EU27,0.545675581696649,0.02,0.434324418303351
1969,nickel,RoW,0.4383230179410868,0.02,0.5416769820589131
1969,tin,China,0.3505696201629271,0.02,0.6294303798370728
1969,tin,EU27,0.406981168223594,0.02,0.573018831776406
1969,tin,RoW,0.4113482267888849,0.02,0.568651773211115
1969,zinc,China,0.5605937666397138,0.02,0.4194062333602861
1969,zinc,EU27,0.4582571138837256,0.02,0.5217428861162744
1969,zinc,RoW,0.3906572428274826,0.02,0.5893427571725174
1970,nickel,China,0.5799376372909598,0.02,0.4000623627090401
1970,nickel,EU27,0.5507793708718869,0.02,0.4292206291281131
1970,nickel,RoW,0.4424227217747631,0.02,0.5375772782252368
1970,tin,China,0.3538485527239033,0.02,0.6261514472760966
1970,tin,EU27,0.4107877268283365,0.02,0.5692122731716635
1970,tin,RoW,0.4151956311763247,0.02,0.5648043688236752
1970,zinc,China,0.5658370879350988,0.02,0.4141629120649012
1970,zinc,EU27,0.4625432644386824,0.02,0.5174567355613175
1970,zinc,RoW,0.3943111212014641,0.02,0.5856888787985358
1971,nickel,China,0.5851436591282551,0.02,0.3948563408717449
1971,nickel,EU27,0.5557236428899699,0.02,0.4242763571100301
1971,nickel,RoW,0.4463942907897252,0.02,0.5336057092102747
1971,tin,China,0.3570250033870835,0.02,0.6229749966129164
1971,tin,EU27,0.4144753127666298,0.02,0.5655246872333701
1971,tin,RoW,0.4189227862765706,0.02,0.5610772137234293
1971,zinc,China,0.5709165310453996,0.02,0.4090834689546003
1971,zinc,EU27,0.4666954528474398,0.02,0.5133045471525601
1971,zinc,RoW,0.397850798876554,0.02,0.5821492011234459
1972,nickel,China,0.5901832683227292,0.02,0.3898167316772708
1972,nickel,EU27,0.560509869206542,0.02,0.419490130793458
1972,nickel,RoW,0.4502389069572765,0.02,0.5297610930427235
1972,tin,China,0.3600999174900702,0.02,0.6199000825099298
1972,tin,EU27,0.4180450234941,0.02,0.5619549765059
1972,tin,RoW,0.4225308013213537,0.02,0.5574691986786463
1972,zinc,China,0.5758336076542792,0.02,0.4041663923457208
1972,zinc,EU27,0.4707149148351048,0.02,0.5092850851648951
1972,zinc,RoW,0.4012773292896738,0.02,0.5787226707103261
1973,nickel,China,0.5950583193253421,0.02,0.3849416806746578
1973,nickel,EU27,0.5651398110339603,0.02,0.4148601889660397
1973,nickel,RoW,0.4539579850006365,0.02,0.5260420149993634
1973,tin,China,0.3630744265248482,0.02,0.6169255734751518
1973,tin,EU27,0.4214981725755948,0.02,0.5585018274244051
1973,tin,RoW,0.4260210039705587,0.02,0.5539789960294412
1973,zinc,China,0.5805901271237504,0.02,0.3994098728762496
1973,zinc,EU27,0.4746031294638139,0.02,0.5053968705361861
1973,zinc,RoW,0.4045919733188735,0.02,0.5754080266811264
1974,nickel,China,0.5997709452695182,0.02,0.3802290547304817
1974,nickel,EU27,0.5696154942553711,0.02,0.4103845057446289
1974,nickel,RoW,0.4575531522442528,0.02,0.5224468477557471
1974,tin,China,0.3659498320213175,0.02,0.6140501679786825
1974,tin,EU27,0.4248362709753528,0.02,0.5551637290246472
1974,tin,RoW,0.4293949214016297,0.02,0.5506050785983703
1974,zinc,China,0.5851881707224315,0.02,0.3948118292775685
1974,zinc,EU27,0.4783617980656311,0.02,0.5016382019343688
1974,zinc,RoW,0.4077961813239471,0.02,0.5722038186760529
1975,nickel,China,0.6043235319150198,0.02,0.3756764680849802
1975,nickel,EU27,0.5739391846786417,0.02,0.4060608153213583
1975,nickel,RoW,0.4610262287361097,0.02,0.5189737712638902
1975,tin,China,0.3687275896491651,0.02,0.6112724103508349
1975,tin,EU27,0.428061008600644,0.02,0.551938991399356
1975,tin,RoW,0.4326542616551674,0.02,0.5473457383448326
1975,zinc,China,0.5896300662029458,0.02,0.3903699337970542
1975,zinc,EU27,0.4819928234608561,0.02,0.4980071765391438
1975,zinc,RoW,0.410891575430355,0.02,0.5691084245696449
1976,nickel,China,0.6087186921274311,0.02,0.3712813078725688
1976,nickel,EU27,0.578113363798971,0.02,0.4018866362010289
1976,nickel,RoW,0.4643792077786401,0.02,0.5156207922213598
1976,tin,China,0.3714092936465403,0.02,0.6085907063534597
1976,tin,EU27,0.4311742362248014,0.02,0.5488257637751985
1976,tin,RoW,0.4358008953639875,0.02,0.5441991046360125
1976,zinc,China,0.5939183629019085,0.02,0.3860816370980915
1976,zinc,EU27,0.4854982896035197,0.02,0.4945017103964803
1976,zinc,RoW,0.4138799321773176,0.02,0.5661200678226823
1977,nickel,China,0.6129592410477013,0.02,0.3670407589522987
1977,nickel,EU27,0.5821407052168658,0.02,0.3978592947831342
1977,nickel,RoW,0.4676142369860714,0.02,0.5123857630139286
1977,tin,China,0.3739966616697674,0.02,0.6060033383302326
1977,tin,EU27,0.4341779478990415,0.02,0.5458220521009585
1977,tin,RoW,0.4388368379762141,0.02,0.5411631620237859
1977,zinc,China,0.5980558075131954,0.02,0.3819441924868045
1977,zinc,EU27,0.4888804417772535,0.02,0.4911195582227464
1977,zinc,RoW,0.4167631656350945,0.02,0.5632368343649055
1978,nickel,China,0.6170481720834249,0.02,0.3629518279165751
1978,nickel,EU27,0.5860240518365377,0.02,0.3939759481634622
1978,nickel,RoW,0.4707335999686579,0.02,0.509266400031342
1978,tin,China,0.3764915201444428,0.02,0.6035084798555571
1978,tin,EU27,0.4370742639463478,0.02,0.5429257360536521
1978,tin,RoW,0.441764232566681,0.02,0.5382357674333189
1978,zinc,China,0.6020453206629697,0.02,0.3779546793370303
1978,zinc,EU27,0.4921416674465566,0.02,0.4878583325534433
1978,zinc,RoW,0.4195433110809792,0.02,0.5604566889190208
1979,nickel,China,0.6209886338316222,0.02,0.3590113661683778
1979,nickel,EU27,0.5897663939489672,0.02,0.3902336060510327
1979,nickel,RoW,0.4737396987275355,0.02,0.5062603012724645
1979,tin,China,0.378895790184885,0.02,0.6011042098151149
1979,tin,EU27,0.4398654146151635,0.02,0.5401345853848365
1979,tin,RoW,0.4445853333152225,0.02,0.5354146666847774
1979,zinc,China,0.6058899743935586,0.02,0.3741100256064413
1979,zinc,EU27,0.495284477851001,0.02,0.4847155221489989
1979,zinc,RoW,0.4222225093086391,0.02,0.5577774906913608
1980,nickel,China,0.6247839080219634,0.02,0.3552160919780366
1980,nickel,EU27,0.5933708482841041,0.02,0.3866291517158958
1980,nickel,RoW,0.4766350368280525,0.02,0.5033649631719475
1980,tin,China,0.3812114741362077,0.02,0.5987885258637923
1980,tin,EU27,0.4425537244558961,0.02,0.5374462755441038
1980,tin,RoW,0.4473024897155329,0.02,0.5326975102844671
1980,zinc,China,0.6095929706429648,0.02,0.3704070293570352
1980,zinc,EU27,0.4983114904133182,0.02,0.4816885095866817
1980,zinc,RoW,0.4248029916312748,0.02,0.5551970083687252
1981,nickel,China,0.6284373885498564,0.02,0.3515626114501435
1981,nickel,EU27,0.5968406380981355,0.02,0.3831593619018645
1981,nickel,RoW,0.4794222034045349,0.02,0.5005777965954651
1981,tin,China,0.3834406427813723,0.02,0.5965593572186276
1981,tin,EU27,0.4451415974694074,0.02,0.5348584025305926
1981,tin,RoW,0.4499181315642924,0.02,0.5300818684357076
1981,zinc,China,0.6131576207877413,0.02,0.3668423792122587
1981,zinc,EU27,0.5012254120167319,0.02,0.4787745879832681
1981,zinc,RoW,0.4272870656258005,0.02,0.5527129343741994
1982,nickel,China,0.6319525616507238,0.02,0.3480474383492762
1982,nickel,EU27,0.6001790743445661,0.02,0.3798209256554339
1982,nickel,RoW,0.4821038580356429,0.02,0.497896141964357
1982,tin,China,0.3855854232445377,0.02,0.5944145767554623
1982,tin,EU27,0.447631503063841,0.02,0.532368496936159
1982,tin,RoW,0.4524347547673082,0.02,0.5275652452326918
1982,zinc,China,0.6165873262993093,0.02,0.3634126737006906
1982,zinc,EU27,0.5040290231924737,0.02,0.4759709768075263
1982,zinc,RoW,0.4296771016529412,0.02,0.5503228983470587
1983,nickel,China,0.6353329872502307,0.02,0.3446670127497693
1983,nickel,EU27,0.6033895379621249,0.02,0.376610462037875
1983,nickel,RoW,0.4846827165168361,0.02,0.4953172834831638
1983,tin,China,0.3876479876119134,0.02,0.5923520123880865
1983,tin,EU27,0.4500259628444141,0.02,0.5299740371555859
1983,tin,RoW,0.4548549079875548,0.02,0.5251450920124452
1983,zinc,China,0.6198855605476353,0.02,0.3601144394523646
1983,zinc,EU27,0.5067251632452076,0.02,0.4732748367547924
1983,zinc,RoW,0.4319755201768815,0.02,0.5480244798231184
1984,nickel,China,0.6385822815102347,0.02,0.3414177184897653
1984,nickel,EU27,0.6064754632982741,0.02,0.3735245367017259
1984,nickel,RoW,0.4871615375450303,0.02,0.4928384624549696
1984,tin,China,0.3896305422821833,0.02,0.5903694577178167
1984,tin,EU27,0.4523275382501741,0.02,0.5276724617498258
1984,tin,RoW,0.4571811801492684,0.02,0.5228188198507315
1984,zinc,China,0.6230558517715561,0.02,0.3569441482284439
1984,zinc,EU27,0.5093167163321304,0.02,0.4706832836678696
1984,zinc,RoW,0.4341847798979106,0.02,0.5458152201020894
1985,nickel,China,0.6417041005768275,0.02,0.3382958994231725
1985,nickel,EU27,0.6094403226743714,0.02,0.3705596773256285
1985,nickel,RoW,0.4895431103203069,0.02,0.490456889679693
1985,tin,China,0.3915353180503846,0.02,0.5884646819496153
1985,tin,EU27,0.4545388190422356,0.02,0.5254611809577644
1985,tin,RoW,0.4594161888026592,0.02,0.5205838111973408
1985,zinc,China,0.6261017672219702,0.02,0.3538982327780298
1985,zinc,EU27,0.5118065985008304,0.02,0.4681934014991695
1985,zinc,RoW,0.4363073667023927,0.02,0.5436926332976073
1986,nickel,China,0.6447021255250212,0.02,0.3352978744749788
1986,nickel,EU27,0.612287612087312,0.02,0.367712387912688
1986,nickel,RoW,0.4918302430605173,0.02,0.4881697569394826
1986,tin,China,0.3933645609219182,0.02,0.5866354390780818
1986,tin,EU27,0.4566624126396368,0.02,0.5233375873603632
1986,tin,RoW,0.4615625693453367,0.02,0.5184374306546633
1986,zinc,China,0.6290268984725766,0.02,0.3509731015274233
1986,zinc,EU27,0.514197745681558,0.02,0.465802254318442
1986,zinc,RoW,0.4383457834263603,0.02,0.5416542165736397
1987,nickel,China,0.6475800484843374,0.02,0.3324199515156626
1987,nickel,EU27,0.6150208380326988,0.02,0.3649791619673012
1987,nickel,RoW,0.4940257524167759,0.02,0.485974247583224
1987,tin,China,0.3951205236470861,0.02,0.5848794763529138
1987,tin,EU27,0.4587009342916666,0.02,0.5212990657083334
1987,tin,RoW,0.4636229650891821,0.02,0.5163770349108179
1987,zinc,China,0.6318348478828061,0.02,0.3481651521171939
1987,zinc,EU27,0.5164931026213547,0.02,0.4635068973786452
1987,zinc,RoW,0.4403025404220269,0.02,0.5396974595779731
1988,nickel,China,0.6503415599207403,0.02,0.3296584400792597
1988,nickel,EU27,0.6176435054262179,0.02,0.362356494573782
1988,nickel,RoW,0.496132453771102,0.02,0.4838675462288979
1988,tin,China,0.3968054579611725,0.02,0.5831945420388275
1988,tin,EU27,0.4606569980692643,0.02,0.5193430019307357
1988,tin,RoW,0.465600018155084,0.02,0.514399981844916
1988,zinc,China,0.6345292161889793,0.02,0.3454707838110207
1988,zinc,EU27,0.5186956127404518,0.02,0.4613043872595481
1988,zinc,RoW,0.4421801469105197,0.02,0.5378198530894802
1989,nickel,China,0.6529903370429267,0.02,0.3270096629570732
1989,nickel,EU27,0.6201591065928409,0.02,0.3598408934071591
1989,nickel,RoW,0.4981531523918132,0.02,0.4818468476081867
1989,tin,China,0.3984216075105483,0.02,0.5815783924894516
1989,tin,EU27,0.4625332086528376,0.02,0.5174667913471623
1989,tin,RoW,0.4674963611726348,0.02,0.5125036388273652
1989,zinc,China,0.6371135911924853,0.02,0.3428864088075146
1989,zinc,EU27,0.5208082088854264,0.02,0.4591917911145735
1989,zinc,RoW,0.4439811030990868,0.02,0.5360188969009132
1990,nickel,China,0.6555300332948607,0.02,0.3244699667051393
1990,nickel,EU27,0.6225711112876562,0.02,0.3574288887123438
1990,nickel,RoW,0.5000906354175927,0.02,0.4799093645824073
1990,tin,China,0.3999712014415494,0.02,0.5800287985584506
1990,tin,EU27,0.4643321538895011,0.02,0.5156678461104989
1990,tin,RoW,0.469314609757506,0.02,0.5106853902424939
1990,zinc,China,0.6395915375077941,0.02,0.3404084624922059
1990,zinc,EU27,0.5228338049487199,0.02,0.4571661950512801
1990,zinc,RoW,0.4457078930368621,0.02,0.5342921069631379
1991,nickel,China,0.6579642688915136,0.02,0.3220357311084864
1991,nickel,EU27,0.6248829577074562,0.02,0.3551170422925438
1991,nickel,RoW,0.5019476646373945,0.02,0.4780523353626055
1991,tin,China,0.4014564486258642,0.02,0.5785435513741357
1991,tin,EU27,0.4660563980892476,0.02,0.5139436019107524
1991,tin,RoW,0.4710573557356863,0.02,0.5089426442643137
1991,zinc,China,0.6419665873283095,0.02,0.3380334126716905
1991,zinc,EU27,0.5247752883201876,0.02,0.4552247116798124
1991,zinc,RoW,0.4473629781799275,0.02,0.5326370218200724
1992,nickel,China,0.66029662235095,0.02,0.31970337764905
1992,nickel,EU27,0.6270980444485755,0.02,0.3529019555514244
1992,nickel,RoW,0.5037269700304448,0.02,0.4762730299695552
1992,tin,China,0.4028795324938424,0.02,0.5771204675061575
1992,tin,EU27,0.4677084760268646,0.02,0.5122915239731354
1992,tin,RoW,0.4727271610810344,0.02,0.5072728389189656
1992,zinc,China,0.6442422321643433,0.02,0.3357577678356567
1992,zinc,EU27,0.5266355131333106,0.02,0.4533644868666894
1992,zinc,RoW,0.4489487916338094,0.02,0.5310512083661906
1993,nickel,China,0.6625306229730645,0.02,0.3174693770269354
1993,nickel,EU27,0.6292197233637834,0.02,0.3507802766362166
1993,nickel,RoW,0.5054312440284205,0.02,0.4745687559715794
1993,tin,China,0.4042426064454008,0.02,0.5757573935545992
1993,tin,EU27,0.4692908876143904,0.02,0.5107091123856096
1993,tin,RoW,0.4743265525305702,0.02,0.5056734474694298
1993,zinc,China,0.6464219155047235,0.02,0.3335780844952765
1993,zinc,EU27,0.52841729426643,0.02,0.4515827057335699
1993,zinc,RoW,0.4504677330396227,0.02,0.5295322669603773
1994,nickel,China,0.664669744213338,0.02,0.3153302557866619
1994,nickel,EU27,0.631251293269196,0.02,0.3487487067308039
1994,nickel,RoW,0.507063136460422,0.02,0.472936863539578
1994,tin,China,0.4055477898070247,0.02,0.5744522101929752
1994,tin,EU27,0.4708060932075415,0.02,0.5091939067924585
1994,tin,RoW,0.4758580168405377,0.02,0.5041419831594622
1994,zinc,China,0.6485090263516595,0.02,0.3314909736483404
1994,zinc,EU27,0.5301234020578266,0.02,0.4498765979421734
1994,zinc,RoW,0.4519221640687557,0.02,0.5280778359312442
1995,nickel,China,0.6667173978988207,0.02,0.3132826021011793
1995,nickel,EU27,0.6331959944510713,0.02,0.3468040055489286
1995,nickel,RoW,0.5086252501404639,0.02,0.4713747498595361
1995,tin,China,0.4067971643026558,0.02,0.5732028356973442
1995,tin,EU27,0.4722565095087154,0.02,0.5077434904912845
1995,tin,RoW,0.4773239966454455,0.02,0.5026760033545544
1995,zinc,China,0.6505068935773588,0.02,0.3294931064226412
1995,zinc,EU27,0.5317565576925382,0.02,0.4482434423074618
1995,zinc,RoW,0.4533144044902029,0.02,0.5266855955097971
1996,nickel,China,0.668676929233091,0.02,0.311323070766909
1996,nickel,EU27,0.635057003921908,0.02,0.344942996078092
1996,nickel,RoW,0.5101201370568581,0.02,0.4698798629431419
1996,tin,China,0.407992771005969,0.02,0.572007228994031
1996,tin,EU27,0.4736445060288481,0.02,0.5063554939711519
1996,tin,RoW,0.4787268868819589,0.02,0.501273113118041
1996,zinc,China,0.6524187810504335,0.02,0.3275812189495665
1996,zinc,EU27,0.5333194292184442,0.02,0.4466805707815557
1996,zinc,RoW,0.4546467287743359,0.02,0.5253532712256641
1997,nickel,China,0.6705516125370596,0.02,0.3094483874629403
1997,nickel,EU27,0.6368374313753962,0.02,0.3431625686246038
1997,nickel,RoW,0.5115502951229596,0.02,0.4684497048770404
1997,tin,China,0.4091366077416284,0.02,0.5708633922583716
1997,tin,EU27,0.4749724020704943,0.02,0.5050275979295057
1997,tin,RoW,0.4800690317396077,0.02,0.4999309682603923
1997,zinc,China,0.6542478834802624,0.02,0.3257521165197375
1997,zinc,EU27,0.5348146281492412,0.02,0.4451853718507588
1997,zinc,RoW,0.4559213631969931,0.02,0.5240786368030068
1998,nickel,China,0.6723446476731276,0.02,0.3076553523268723
1998,nickel,EU27,0.6385403157903617,0.02,0.3414596842096382
1998,nickel,RoW,0.5129181654492289,0.02,0.4670818345507711
1998,tin,China,0.4102306269034895,0.02,0.5697693730965104
1998,tin,EU27,0.4762424641949485,0.02,0.5037575358050514
1998,tin,RoW,0.4813527221007276,0.02,0.4986472778992723
1998,zinc,China,0.6559973229280922,0.02,0.3240026770719078
1998,zinc,EU27,0.5362447066124434,0.02,0.4437552933875566
1998,zinc,RoW,0.4571404834081924,0.02,0.5228595165918075
1999,nickel,China,0.6740591571012653,0.02,0.3059408428987347
1999,nickel,EU27,0.640168622634861,0.02,0.339831377365139
1999,nickel,RoW,0.5142261300973736,0.02,0.4657738699026263
1999,tin,China,0.4112767336583673,0.02,0.5687232663416326
1999,tin,EU27,0.4774569041369747,0.02,0.5025430958630253
1999,tin,RoW,0.4825801934328153,0.02,0.4974198065671846
1999,zinc,China,0.6576701459346942,0.02,0.3223298540653058
1999,zinc,EU27,0.5376121550013877,0.02,0.4423878449986123
1999,zinc,RoW,0.4583062124305015,0.02,0.5216937875694985
2000,nickel,China,0.7093392151757937,0.02,0.2706607848242063
2000,nickel,EU27,0.6736748601009825,0.02,0.3063251398990174
2000,nickel,RoW,0.5411405745376704,0.02,0.4388594254623296
2000,tin,China,0.432802836961478,0.02,0.547197163038522
2000,tin,EU27,0.5024468581025527,0.02,0.4775531418974472
2000,tin,RoW,0.5078382988536265,0.02,0.4721617011463734
2000,zinc,China,0.6920924079839786,0.02,0.2879075920160213
2000,zinc,EU27,0.5657506171084633,0.02,0.4142493828915367
2000,zinc,RoW,0.4822938248234538,0.02,0.4977061751765461
2001,nickel,China,0.7357779055999494,0.02,0.2442220944000506
2001,nickel,EU27,0.6918515213199579,0.02,0.2881484786800421
2001,nickel,RoW,0.5313054102191305,0.02,0.4486945897808695
2001,tin,China,0.5757847782399043,0.02,0.4042152217600957
2001,tin,EU27,0.5213036534720392,0.02,0.4586963465279607
2001,tin,RoW,0.5037542442472177,0.02,0.4762457557527823
2001,zinc,China,0.6922288326212733,0.02,0.2877711673787266
2001,zinc,EU27,0.5745459255048428,0.02,0.4054540744951571
2001,zinc,RoW,0.4649382428385906,0.02,0.5150617571614093
2002,nickel,China,0.7397834176200533,0.02,0.2402165823799467
2002,nickel,EU27,0.6676407001436253,0.02,0.3123592998563747
2002,nickel,RoW,0.5208527895994853,0.02,0.4591472104005146
2002,tin,China,0.5978906537759743,0.02,0.3821093462240257
2002,tin,EU27,0.5187679337683762,0.02,0.4612320662316238
2002,tin,RoW,0.5066215365609278,0.02,0.4733784634390722
2002,zinc,China,0.6342859689209339,0.02,0.345714031079066
2002,zinc,EU27,0.5404871972291727,0.02,0.4395128027708272
2002,zinc,RoW,0.4356796291634717,0.02,0.5443203708365283
2003,nickel,China,0.7762630939599077,0.02,0.2037369060400923
2003,nickel,EU27,0.6297450639121368,0.02,0.3502549360878632
2003,nickel,RoW,0.5395349576577317,0.02,0.4404650423422682
2003,tin,China,0.6673862802099989,0.02,0.3126137197900011
2003,tin,EU27,0.5122729965310824,0.02,0.4677270034689176
2003,tin,RoW,0.4975653954798756,0.02,0.4824346045201243
2003,zinc,China,0.6639921145849068,0.02,0.3160078854150931
2003,zinc,EU27,0.5473646447301399,0.02,0.4326353552698601
2003,zinc,RoW,0.4735950699537643,0.02,0.5064049300462357
2004,nickel,China,0.7691301016071008,0.02,0.2108698983928991
2004,nickel,EU27,0.633819051221049,0.02,0.346180948778951
2004,nickel,RoW,0.5006449945410335,0.02,0.4793550054589665
2004,tin,China,0.7324819059341,0.02,0.2475180940659
2004,tin,EU27,0.5093839191359724,0.02,0.4706160808640276
2004,tin,RoW,0.5132799722287597,0.02,0.4667200277712403
2004,zinc,China,0.7217223874109574,0.02,0.2582776125890426
2004,zinc,EU27,0.5494081363880032,0.02,0.4305918636119967
2004,zinc,RoW,0.4791182884975229,0.02,0.5008817115024771
2005,nickel,China,0.8112773886325136,0.02,0.1687226113674863
2005,nickel,EU27,0.6508144823964362,0.02,0.3291855176035637
2005,nickel,RoW,0.515565976833961,0.02,0.464434023166039
2005,tin,China,0.7820968188445452,0.02,0.1979031811554548
2005,tin,EU27,0.49667805229261,0.02,0.48332194770739
2005,tin,RoW,0.5253869208978336,0.02,0.4546130791021664
2005,zinc,China,0.7168032362288546,0.02,0.2631967637711454
2005,zinc,EU27,0.5213330355448182,0.02,0.4586669644551817
2005,zinc,RoW,0.4728866892950254,0.02,0.5071133107049746
2006,nickel,China,0.8301959391232429,0.02,0.1498040608767571
2006,nickel,EU27,0.6208197581138575,0.02,0.3591802418861425
2006,nickel,RoW,0.5169166692207201,0.02,0.4630833307792799
2006,tin,China,0.8090833128630874,0.02,0.1709166871369125
2006,tin,EU27,0.5135859739644869,0.02,0.4664140260355131
2006,tin,RoW,0.5347267407488321,0.02,0.4452732592511679
2006,zinc,China,0.7160241761416983,0.02,0.2639758238583016
2006,zinc,EU27,0.5387663554461068,0.02,0.4412336445538931
2006,zinc,RoW,0.4793238928559635,0.02,0.5006761071440364
2007,nickel,China,0.8430632139812977,0.02,0.1369367860187023
2007,nickel,EU27,0.6378282749404885,0.02,0.3421717250595114
2007,nickel,RoW,0.5047448484257925,0.02,0.4752551515742075
2007,tin,China,0.8208119434358709,0.02,0.159188056564129
2007,tin,EU27,0.4888214378315401,0.02,0.4911785621684599
2007,tin,RoW,0.5143136130904762,0.02,0.4656863869095238
2007,zinc,China,0.7506503975051427,0.02,0.2293496024948572
2007,zinc,EU27,0.5339569834339081,0.02,0.4460430165660919
2007,zinc,RoW,0.4722841246421562,0.02,0.5077158753578438
2008,nickel,China,0.8406331146149045,0.02,0.1393668853850954
2008,nickel,EU27,0.6249786479673637,0.02,0.3550213520326363
2008,nickel,RoW,0.5040598325190013,0.02,0.4759401674809986
2008,tin,China,0.8146023946957758,0.02,0.1653976053042242
2008,tin,EU27,0.4858215670357866,0.02,0.4941784329642134
2008,tin,RoW,0.5459686435210555,0.02,0.4340313564789445
2008,zinc,China,0.7648582323272349,0.02,0.215141767672765
2008,zinc,EU27,0.4844881795100424,0.02,0.4955118204899575
2008,zinc,RoW,0.4672144016034625,0.02,0.5127855983965375
2009,nickel,China,0.8582885032962002,0.02,0.1217114967037997
2009,nickel,EU27,0.6024391062187029,0.02,0.3775608937812971
2009,nickel,RoW,0.5013709446303266,0.02,0.4786290553696734
2009,tin,China,0.820005274839913,0.02,0.1599947251600869
2009,tin,EU27,0.4558604708275187,0.02,0.5241395291724813
2009,tin,RoW,0.5158091477868031,0.02,0.4641908522131969
2009,zinc,China,0.8102111428239575,0.02,0.1697888571760425
2009,zinc,EU27,0.5162659528842464,0.02,0.4637340471157536
2009,zinc,RoW,0.4562404382673928,0.02,0.5237595617326072
2010,nickel,China,0.8650124838429251,0.02,0.1149875161570749
2010,nickel,EU27,0.6280511736816194,0.02,0.3519488263183805
2010,nickel,RoW,0.5178336183181448,0.02,0.4621663816818552
2010,tin,China,0.815736048547935,0.02,0.164263951452065
2010,tin,EU27,0.4747499910643666,0.02,0.5052500089356333
2010,tin,RoW,0.531979309791224,0.02,0.448020690208776
2010,zinc,China,0.8579549848768449,0.02,0.1220450151231551
2010,zinc,EU27,0.5080935032418396,0.02,0.4719064967581604
2010,zinc,RoW,0.4728011309930335,0.02,0.5071988690069664
2011,nickel,China,0.8535650704425939,0.02,0.1264349295574061
2011,nickel,EU27,0.5480893487235233,0.02,0.4319106512764766
2011,nickel,RoW,0.5052346427284718,0.02,0.4747653572715281
2011,tin,China,0.8078792086244384,0.02,0.1721207913755616
2011,tin,EU27,0.4797435331103277,0.02,0.5002564668896723
2011,tin,RoW,0.5134260775471916,0.02,0.4665739224528084
2011,zinc,China,0.8416269115706951,0.02,0.1383730884293048
2011,zinc,EU27,0.4874768904765048,0.02,0.4925231095234952
2011,zinc,RoW,0.4839417292616983,0.02,0.4960582707383016
2012,nickel,China,0.85148355690803,0.02,0.12851644309197
2012,nickel,EU27,0.5092687310132364,0.02,0.4707312689867635
2012,nickel,RoW,0.5140069459286847,0.02,0.4659930540713153
2012,tin,China,0.8047023330704287,0.02,0.1752976669295713
2012,tin,EU27,0.4724822516849861,0.02,0.5075177483150138
2012,tin,RoW,0.5319828000700959,0.02,0.4480171999299041
2012,zinc,China,0.790256653150386,0.02,0.189743346849614
2012,zinc,EU27,0.5009703629381617,0.02,0.4790296370618383
2012,zinc,RoW,0.4825058269170219,0.02,0.497494173082978
2013,nickel,China,0.8495739244505623,0.02,0.1304260755494376
2013,nickel,EU27,0.5074558522661734,0.02,0.4725441477338266
2013,nickel,RoW,0.5350486973288965,0.02,0.4449513026711035
2013,tin,China,0.7868052879387442,0.02,0.1931947120612558
2013,tin,EU27,0.4834666497994325,0.02,0.4965333502005674
2013,tin,RoW,0.5208606247780059,0.02,0.4591393752219941
2013,zinc,China,0.820984639887766,0.02,0.1590153601122339
2013,zinc,EU27,0.4998264128847891,0.02,0.4801735871152108
2013,zinc,RoW,0.4911886338543374,0.02,0.4888113661456625
2014,nickel,China,0.8368743464745715,0.02,0.1431256535254285
2014,nickel,EU27,0.4982260835052862,0.02,0.4817739164947138
2014,nickel,RoW,0.5339610412652019,0.02,0.446038958734798
2014,tin,China,0.779048920460631,0.02,0.200951079539369
2014,tin,EU27,0.4766892246723222,0.02,0.5033107753276778
2014,tin,RoW,0.5167437292610272,0.02,0.4632562707389728
2014,zinc,China,0.7993258264021224,0.02,0.1806741735978776
2014,zinc,EU27,0.5012675742230466,0.02,0.4787324257769534
2014,zinc,RoW,0.5043042075311687,0.02,0.4756957924688313
2015,nickel,China,0.8361198629682558,0.02,0.1438801370317442
2015,nickel,EU27,0.4935274893057932,0.02,0.4864725106942067
2015,nickel,RoW,0.5356171801332046,0.02,0.4443828198667954
2015,tin,China,0.7582041293212625,0.02,0.2217958706787375
2015,tin,EU27,0.4674597333343199,0.02,0.5125402666656801
2015,tin,RoW,0.5092740519417512,0.02,0.4707259480582487
2015,zinc,China,0.7914469661614295,0.02,0.1885530338385705
2015,zinc,EU27,0.501196210228685,0.02,0.478803789771315
2015,zinc,RoW,0.4848329924443905,0.02,0.4951670075556095
2016,nickel,China,0.8252545483234316,0.02,0.1547454516765684
