year,material,region,end_use,value
1902,tin,EU27,computers_and_precision_instruments,4980.775285
1903,tin,EU27,computers_and_precision_instruments,5080.390792
1904,tin,EU27,computers_and_precision_instruments,5181.998608
1905,tin,EU27,computers_and_precision_instruments,5285.63858
1906,tin,EU27,computers_and_precision_instruments,5391.351351
1907,tin,EU27,computers_and_precision_instruments,5499.178378
1908,tin,EU27,computers_and_precision_instruments,5609.161946
1909,tin,EU27,computers_and_precision_instruments,5721.345185
1910,tin,EU27,computers_and_precision_instruments,5835.772089
1911,tin,EU27,computers_and_precision_instruments,5952.48753
1912,tin,EU27,computers_and_precision_instruments,6071.537281
1913,tin,EU27,computers_and_precision_instruments,6192.968027
1914,tin,EU27,computers_and_precision_instruments,6316.827387
1915,tin,EU27,computers_and_precision_instruments,6443.163935
1916,tin,EU27,computers_and_precision_instruments,6572.027213
1917,tin,EU27,computers_and_precision_instruments,6703.467758
1918,tin,EU27,computers_and_precision_instruments,6837.537113
1919,tin,EU27,computers_and_precision_instruments,6974.287855
1920,tin,EU27,computers_and_precision_instruments,7113.773612
1921,tin,EU27,computers_and_precision_instruments,7256.049085
1922,tin,EU27,computers_and_precision_instruments,7401.170066
1923,tin,EU27,computers_and_precision_instruments,7549.193468
1924,tin,EU27,computers_and_precision_instruments,7700.177337
1925,tin,EU27,computers_and_precision_instruments,7854.180884
1926,tin,EU27,computers_and_precision_instruments,8011.264501
1927,tin,EU27,computers_and_precision_instruments,8171.489791
1928,tin,EU27,computers_and_precision_instruments,8334.919587
1929,tin,EU27,computers_and_precision_instruments,8501.617979
1930,tin,EU27,computers_and_precision_instruments,8671.650338
1931,tin,EU27,computers_and_precision_instruments,8845.083345
1932,tin,EU27,computers_and_precision_instruments,9021.985012
1933,tin,EU27,computers_and_precision_instruments,9202.424712
1934,tin,EU27,computers_and_precision_instruments,9386.473207
1935,tin,EU27,computers_and_precision_instruments,9574.202671
1936,tin,EU27,computers_and_precision_instruments,9765.686724
1937,tin,EU27,computers_and_precision_instruments,9961.000459
1938,tin,EU27,computers_and_precision_instruments,10160.22047
1939,tin,EU27,computers_and_precision_instruments,10363.42488
1940,tin,EU27,computers_and_precision_instruments,10570.69337
1941,tin,EU27,computers_and_precision_instruments,10782.10724
1942,tin,EU27,computers_and_precision_instruments,10997.74939
1943,tin,EU27,computers_and_precision_instruments,11217.70437
1944,tin,EU27,computers_and_precision_instruments,11442.05846
1945,tin,EU27,computers_and_precision_instruments,11670.89963
1946,tin,EU27,computers_and_precision_instruments,11904.31762
1947,tin,EU27,computers_and_precision_instruments,12142.40398
1948,tin,EU27,computers_and_precision_instruments,12385.25206
1949,tin,EU27,computers_and_precision_instruments,12632.9571
1950,tin,EU27,computers_and_precision_instruments,12885.61624
1951,tin,EU27,computers_and_precision_instruments,13143.32856
1952,tin,EU27,computers_and_precision_instruments,13406.19514
1953,tin,EU27,computers_and_precision_instruments,13674.31904
1954,tin,EU27,computers_and_precision_instruments,13947.80542
1955,tin,EU27,computers_and_precision_instruments,14226.76153
1956,tin,EU27,computers_and_precision_instruments,14511.29676
1957,tin,EU27,computers_and_precision_instruments,14801.52269
1958,tin,EU27,computers_and_precision_instruments,15097.55315
1959,tin,EU27,computers_and_precision_instruments,15399.50421
1960,tin,EU27,computers_and_precision_instruments,15707.49429
1961,tin,EU27,computers_and_precision_instruments,16021.64418
1962,tin,EU27,computers_and_precision_instruments,16342.07706
1963,tin,EU27,computers_and_precision_instruments,16668.9186
1964,tin,EU27,computers_and_precision_instruments,17002.29698
1965,tin,EU27,computers_and_precision_instruments,17342.34292
1966,tin,EU27,computers_and_precision_instruments,17689.18977
1967,tin,EU27,computers_and_precision_instruments,18042.97357
1968,tin,EU27,computers_and_precision_instruments,18403.83304
1969,tin,EU27,computers_and_precision_instruments,18771.9097
1970,tin,EU27,computers_and_precision_instruments,19147.3479
1971,tin,EU27,computers_and_precision_instruments,19530.29485
1972,tin,EU27,computers_and_precision_instruments,19920.90075
1973,tin,EU27,computers_and_precision_instruments,20319.31877
1974,tin,EU27,computers_and_precision_instruments,20725.70514
1975,tin,EU27,computers_and_precision_instruments,21140.21924
1976,tin,EU27,computers_and_precision_instruments,21451.60809
1977,tin,EU27,computers_and_precision_instruments,21660.36266
1978,tin,EU27,computers_and_precision_instruments,21767.31729
1979,tin,EU27,computers_and_precision_instruments,21773.99761
1980,tin,EU27,computers_and_precision_instruments,21682.94343
1981,tin,EU27,computers_and_precision_instruments,21596.03483
1982,tin,EU27,computers_and_precision_instruments,21516.05754
1983,tin,EU27,computers_and_precision_instruments,21447.0276
1984,tin,EU27,computers_and_precision_instruments,21393.81749
1985,tin,EU27,computers_and_precision_instruments,21361.65533
1986,tin,EU27,computers_and_precision_instruments,21100.09219
1987,tin,EU27,computers_and_precision_instruments,20620.22672
1988,tin,EU27,computers_and_precision_instruments,19932.53682
1989,tin,EU27,computers_and_precision_instruments,19047.23613
1990,tin,EU27,computers_and_precision_instruments,17974.77953
1991,tin,EU27,computers_and_precision_instruments,17041.31651
1992,tin,EU27,computers_and_precision_instruments,16250.54643
1993,tin,EU27,computers_and_precision_instruments,15607.33661
1994,tin,EU27,computers_and_precision_instruments,15117.13182
1995,tin,EU27,computers_and_precision_instruments,14785.09064
1996,tin,EU27,computers_and_precision_instruments,14484.23139
1997,tin,EU27,computers_and_precision_instruments,14219.70655
1998,tin,EU27,computers_and_precision_instruments,13993.16766
1999,tin,EU27,computers_and_precision_instruments,13802.26807
2000,tin,EU27,computers_and_precision_instruments,13730.99703
2001,tin,EU27,computers_and_precision_instruments,13746.11217
2002,tin,EU27,computers_and_precision_instruments,13769.3209
2003,tin,EU27,computers_and_precision_instruments,13821.49599
2004,tin,EU27,computers_and_precision_instruments,13955.28836
2005,tin,EU27,computers_and_precision_instruments,14252.17803
2006,tin,EU27,computers_and_precision_instruments,14693.65368
2007,tin,EU27,computers_and_precision_instruments,15251.11899
2008,tin,EU27,computers_and_precision_instruments,15913.48304
2009,tin,EU27,computers_and_precision_instruments,16633.0308
2010,tin,EU27,computers_and_precision_instruments,17439.95274
2011,tin,EU27,computers_and_precision_instruments,18138.47933
2012,tin,EU27,computers_and_precision_instruments,18759.44489
2013,tin,EU27,computers_and_precision_instruments,19282.52301
2014,tin,EU27,computers_and_precision_instruments,19659.59926
2015,tin,EU27,computers_and_precision_instruments,19898.7573
2016,tin,EU27,computers_and_precision_instruments,20025.45499
2017,tin,EU27,computers_and_precision_instruments,20034.30956
2018,tin,EU27,computers_and_precision_instruments,19898.70752
2019,tin,EU27,computers_and_precision_instruments,19650.57739
2020,tin,EU27,computers_and_precision_instruments,19313.60834
2021,tin,EU27,computers_and_precision_instruments,18933.06534
2022,tin,EU27,computers_and_precision_instruments,18576.28407
2023,tin,EU27,computers_and_precision_instruments,18210.68966
2024,tin,EU27,computers_and_precision_instruments,17921.38841
2025,tin,EU27,computers_and_precision_instruments,17721.80316
2026,tin,EU27,computers_and_precision_instruments,17622.16247
2027,tin,EU27,computers_and_precision_instruments,17628.90992
2028,tin,EU27,computers_and_precision_instruments,17744.52605
2029,tin,EU27,computers_and_precision_instruments,17967.7118
2030,tin,EU27,computers_and_precision_instruments,18293.85141
2031,tin,EU27,computers_and_precision_instruments,18715.66184
2032,tin,EU27,computers_and_precision_instruments,19223.94045
2033,tin,EU27,computers_and_precision_instruments,19808.33435
2034,tin,EU27,computers_and_precision_instruments,20458.0684
2035,tin,EU27,computers_and_precision_instruments,21162.58138
2036,tin,EU27,computers_and_precision_instruments,21912.03192
2037,tin,EU27,computers_and_precision_instruments,22697.65037
2038,tin,EU27,computers_and_precision_instruments,23511.92908
2039,tin,EU27,computers_and_precision_instruments,24348.66228
2040,tin,EU27,computers_and_precision_instruments,25202.86255
2041,tin,EU27,computers_and_precision_instruments,26070.59205
2042,tin,EU27,computers_and_precision_instruments,26948.74995
2043,tin,EU27,computers_and_precision_instruments,27834.85328
2044,tin,EU27,computers_and_precision_instruments,28726.83892
2045,tin,EU27,computers_and_precision_instruments,29622.90274
2046,tin,EU27,computers_and_precision_instruments,30521.38066
2047,tin,EU27,computers_and_precision_instruments,31420.66872
2048,tin,EU27,computers_and_precision_instruments,32319.17431
2049,tin,EU27,computers_and_precision_instruments,33215.28981
2050,tin,EU27,computers_and_precision_instruments,34107.38076
2051,tin,EU27,computers_and_precision_instruments,34993.78246
2052,tin,EU27,computers_and_precision_instruments,35872.80134
2053,tin,EU27,computers_and_precision_instruments,36742.71848
2054,tin,EU27,computers_and_precision_instruments,37601.7944
2055,tin,EU27,computers_and_precision_instruments,38448.27442
2056,tin,EU27,computers_and_precision_instruments,39280.39424
2057,tin,EU27,computers_and_precision_instruments,40096.38591
2058,tin,EU27,computers_and_precision_instruments,40894.48382
2059,tin,EU27,computers_and_precision_instruments,41672.93092
2060,tin,EU27,computers_and_precision_instruments,42429.985
2061,tin,EU27,computers_and_precision_instruments,43163.92504
2062,tin,EU27,computers_and_precision_instruments,43873.05761
2063,tin,EU27,computers_and_precision_instruments,44555.72329
2064,tin,EU27,computers_and_precision_instruments,45210.30302
2065,tin,EU27,computers_and_precision_instruments,45835.22446
2066,tin,EU27,computers_and_precision_instruments,46428.96817
2067,tin,EU27,computers_and_precision_instruments,46990.07374
2068,tin,EU27,computers_and_precision_instruments,47517.14568
2069,tin,EU27,computers_and_precision_instruments,48008.85922
2070,tin,EU27,computers_and_precision_instruments,48463.96576
2071,tin,EU27,computers_and_precision_instruments,48881.29814
2072,tin,EU27,computers_and_precision_instruments,49259.77564
2073,tin,EU27,computers_and_precision_instruments,49598.40852
2074,tin,EU27,computers_and_precision_instruments,49896.30243
2075,tin,EU27,computers_and_precision_instruments,50152.66222
2076,tin,EU27,computers_and_precision_instruments,50370.72459
2077,tin,EU27,computers_and_precision_instruments,50553.82305
2078,tin,EU27,computers_and_precision_instruments,50705.36767
2079,tin,EU27,computers_and_precision_instruments,50828.81206
2080,tin,EU27,computers_and_precision_instruments,50927.60872
2081,tin,EU27,computers_and_precision_instruments,51005.15444
2082,tin,EU27,computers_and_precision_instruments,51064.72915
2083,tin,EU27,computers_and_precision_instruments,51109.43212
2084,tin,EU27,computers_and_precision_instruments,51142.12123
2085,tin,EU27,computers_and_precision_instruments,51165.36062
2086,tin,EU27,computers_and_precision_instruments,51181.38226
2087,tin,EU27,computers_and_precision_instruments,51192.06551
2088,tin,EU27,computers_and_precision_instruments,51198.93646
2089,tin,EU27,computers_and_precision_instruments,51203.18662
2090,tin,EU27,computers_and_precision_instruments,51205.70769
2091,tin,EU27,computers_and_precision_instruments,51207.13736
2092,tin,EU27,computers_and_precision_instruments,51207.91004
2093,tin,EU27,computers_and_precision_instruments,51208.30678
2094,tin,EU27,computers_and_precision_instruments,51208.49969
2095,tin,EU27,computers_and_precision_instruments,51208.58822
2096,tin,EU27,computers_and_precision_instruments,51208.62644
2097,tin,EU27,computers_and_precision_instruments,51208.64191
2098,tin,EU27,computers_and_precision_instruments,51208.64776
2099,tin,EU27,computers_and_precision_instruments,51208.64983
2100,tin,EU27,computers_and_precision_instruments,51208.6505
1870,tin,EU27,construction,331.560479
1871,tin,EU27,construction,669.75176
1872,tin,EU27,construction,1014.704011
1873,tin,EU27,construction,1366.547555
1874,tin,EU27,construction,1725.412876
1875,tin,EU27,construction,2091.43062
1876,tin,EU27,construction,2464.731601
1877,tin,EU27,construction,2845.446807
1878,tin,EU27,construction,3233.707406
1879,tin,EU27,construction,3629.644755
1880,tin,EU27,construction,4033.390407
1881,tin,EU27,construction,4445.076128
1882,tin,EU27,construction,4864.833902
1883,tin,EU27,construction,5292.795954
1884,tin,EU27,construction,5729.094763
1885,tin,EU27,construction,6173.863085
1886,tin,EU27,construction,6627.233974
1887,tin,EU27,construction,7089.34081
1888,tin,EU27,construction,7560.317325
1889,tin,EU27,construction,8040.297642
1890,tin,EU27,construction,8529.416305
1891,tin,EU27,construction,9027.808322
1892,tin,EU27,construction,9535.609209
1893,tin,EU27,construction,10052.95504
1894,tin,EU27,construction,10579.9825
1895,tin,EU27,construction,11116.82895
1896,tin,EU27,construction,11663.63246
1897,tin,EU27,construction,12220.53193
1898,tin,EU27,construction,12787.6671
1899,tin,EU27,construction,13365.1787
1900,tin,EU27,construction,13953.20846
1901,tin,EU27,construction,14551.89926
1902,tin,EU27,construction,15161.3952
1903,tin,EU27,construction,15781.8417
1904,tin,EU27,construction,16413.38563
1905,tin,EU27,construction,17056.17538
1906,tin,EU27,construction,17710.36106
1907,tin,EU27,construction,18376.09454
1908,tin,EU27,construction,19053.52965
1909,tin,EU27,construction,19742.82229
1910,tin,EU27,construction,20444.1306
1911,tin,EU27,construction,21157.61507
1912,tin,EU27,construction,21883.43878
1913,tin,EU27,construction,22621.76751
1914,tin,EU27,construction,23372.76991
1915,tin,EU27,construction,24136.61775
1916,tin,EU27,construction,24913.48603
1917,tin,EU27,construction,25703.55322
1918,tin,EU27,construction,26507.00147
1919,tin,EU27,construction,27324.01679
1920,tin,EU27,construction,28154.7893
1921,tin,EU27,construction,28999.51341
1922,tin,EU27,construction,29858.3881
1923,tin,EU27,construction,30731.61711
1924,tin,EU27,construction,31619.40919
1925,tin,EU27,construction,32521.97837
1926,tin,EU27,construction,33439.5442
1927,tin,EU27,construction,34372.33196
1928,tin,EU27,construction,35320.57299
1929,tin,EU27,construction,36284.50491
1930,tin,EU27,construction,37264.37189
1931,tin,EU27,construction,38260.42495
1932,tin,EU27,construction,39272.9222
1933,tin,EU27,construction,40302.12913
1934,tin,EU27,construction,41348.31889
1935,tin,EU27,construction,42411.77259
1936,tin,EU27,construction,43492.77955
1937,tin,EU27,construction,44591.63761
1938,tin,EU27,construction,45708.6534
1939,tin,EU27,construction,46844.14266
1940,tin,EU27,construction,47998.43046
1941,tin,EU27,construction,49171.85157
1942,tin,EU27,construction,50364.75069
1943,tin,EU27,construction,51577.48273
1944,tin,EU27,construction,52810.41316
1945,tin,EU27,construction,54063.91819
1946,tin,EU27,construction,55338.38516
1947,tin,EU27,construction,56634.21273
1948,tin,EU27,construction,57951.8112
1949,tin,EU27,construction,59291.60277
1950,tin,EU27,construction,60654.02182
1951,tin,EU27,construction,62039.51517
1952,tin,EU27,construction,63448.54233
1953,tin,EU27,construction,64881.57577
1954,tin,EU27,construction,66339.10119
1955,tin,EU27,construction,67821.61772
1956,tin,EU27,construction,69329.63825
1957,tin,EU27,construction,70863.68959
1958,tin,EU27,construction,72424.31276
1959,tin,EU27,construction,74012.06318
1960,tin,EU27,construction,75627.51097
1961,tin,EU27,construction,77271.24109
1962,tin,EU27,construction,78943.85365
1963,tin,EU27,construction,80645.96404
1964,tin,EU27,construction,82378.20323
1965,tin,EU27,construction,84141.2179
1966,tin,EU27,construction,85935.67074
1967,tin,EU27,construction,87762.24055
1968,tin,EU27,construction,89621.62256
1969,tin,EU27,construction,91514.52852
1970,tin,EU27,construction,93441.68699
1971,tin,EU27,construction,95403.84349
1972,tin,EU27,construction,97401.76069
1973,tin,EU27,construction,99436.21867
1974,tin,EU27,construction,101508.0151
1975,tin,EU27,construction,103617.9652
1976,tin,EU27,construction,105623.5095
1977,tin,EU27,construction,107525.8413
1978,tin,EU27,construction,109326.1525
1979,tin,EU27,construction,111025.6339
1980,tin,EU27,construction,112625.4761
1981,tin,EU27,construction,114253.0683
1982,tin,EU27,construction,115906.4368
1983,tin,EU27,construction,117583.6098
1984,tin,EU27,construction,119282.6166
1985,tin,EU27,construction,121001.4879
1986,tin,EU27,construction,122409.5037
1987,tin,EU27,construction,123513.4976
1988,tin,EU27,construction,124320.3068
1989,tin,EU27,construction,124836.7743
1990,tin,EU27,construction,125069.7512
1991,tin,EU27,construction,125431.2712
1992,tin,EU27,construction,125916.5843
1993,tin,EU27,construction,126520.9525
1994,tin,EU27,construction,127239.6485
1995,tin,EU27,construction,128067.9557
1996,tin,EU27,construction,128832.9247
1997,tin,EU27,construction,129535.0571
1998,tin,EU27,construction,130174.8638
1999,tin,EU27,construction,130752.8657
2000,tin,EU27,construction,131385.8265
2001,tin,EU27,construction,132127.4683
2002,tin,EU27,construction,132919.6293
2003,tin,EU27,construction,133776.2866
2004,tin,EU27,construction,134682.6879
2005,tin,EU27,construction,135648.5637
2006,tin,EU27,construction,136595.8538
2007,tin,EU27,construction,137504.8007
2008,tin,EU27,construction,138406.7772
2009,tin,EU27,construction,139298.8685
2010,tin,EU27,construction,140260.4364
2011,tin,EU27,construction,141139.5255
2012,tin,EU27,construction,142011.6579
2013,tin,EU27,construction,142889.2901
2014,tin,EU27,construction,143738.733
2015,tin,EU27,construction,144578.4273
2016,tin,EU27,construction,145449.8439
2017,tin,EU27,construction,146362.0671
2018,tin,EU27,construction,147286.812
2019,tin,EU27,construction,148253.6772
2020,tin,EU27,construction,149248.1315
2021,tin,EU27,construction,150264.786
2022,tin,EU27,construction,151325.7737
2023,tin,EU27,construction,152356.1465
2024,tin,EU27,construction,153477.3082
2025,tin,EU27,construction,154692.0563
2026,tin,EU27,construction,156003.1184
2027,tin,EU27,construction,157413.1407
2028,tin,EU27,construction,158924.6771
2029,tin,EU27,construction,160540.1775
2030,tin,EU27,construction,162261.9759
2031,tin,EU27,construction,164092.2788
2032,tin,EU27,construction,166033.1536
2033,tin,EU27,construction,168086.5166
2034,tin,EU27,construction,170254.1218
2035,tin,EU27,construction,172537.5487
2036,tin,EU27,construction,174938.1915
2037,tin,EU27,construction,177457.2478
2038,tin,EU27,construction,180095.708
2039,tin,EU27,construction,182854.3444
2040,tin,EU27,construction,185733.7017
2041,tin,EU27,construction,188734.0872
2042,tin,EU27,construction,191855.5615
2043,tin,EU27,construction,195097.9304
2044,tin,EU27,construction,198460.7372
2045,tin,EU27,construction,201943.2548
2046,tin,EU27,construction,205544.4801
2047,tin,EU27,construction,209263.128
2048,tin,EU27,construction,213097.6266
2049,tin,EU27,construction,217046.1131
2050,tin,EU27,construction,221106.4313
2051,tin,EU27,construction,225276.1291
2052,tin,EU27,construction,229552.4573
2053,tin,EU27,construction,233932.3702
2054,tin,EU27,construction,238412.5255
2055,tin,EU27,construction,242989.2872
2056,tin,EU27,construction,247658.7283
2057,tin,EU27,construction,252416.6349
2058,tin,EU27,construction,257258.5112
2059,tin,EU27,construction,262179.5861
2060,tin,EU27,construction,267174.8206
2061,tin,EU27,construction,272238.9156
2062,tin,EU27,construction,277366.3216
2063,tin,EU27,construction,282551.2495
2064,tin,EU27,construction,287787.6811
2065,tin,EU27,construction,293069.3822
2066,tin,EU27,construction,298389.9152
2067,tin,EU27,construction,303742.6535
2068,tin,EU27,construction,309120.7962
2069,tin,EU27,construction,314517.3837
2070,tin,EU27,construction,319925.3138
2071,tin,EU27,construction,325337.3588
2072,tin,EU27,construction,330746.183
2073,tin,EU27,construction,336144.3602
2074,tin,EU27,construction,341524.3925
2075,tin,EU27,construction,346878.7285
2076,tin,EU27,construction,352206.4889
2077,tin,EU27,construction,357506.7673
2078,tin,EU27,construction,362778.6316
2079,tin,EU27,construction,368021.1254
2080,tin,EU27,construction,373233.2698
2081,tin,EU27,construction,378414.0649
2082,tin,EU27,construction,383562.4917
2083,tin,EU27,construction,388677.5136
2084,tin,EU27,construction,393758.0783
2085,tin,EU27,construction,398803.12
2086,tin,EU27,construction,403811.5609
2087,tin,EU27,construction,408782.3136
2088,tin,EU27,construction,413714.2828
2089,tin,EU27,construction,418606.3678
2090,tin,EU27,construction,423457.4644
2091,tin,EU27,construction,428266.4668
2092,tin,EU27,construction,433032.2705
2093,tin,EU27,construction,437753.7737
2094,tin,EU27,construction,442429.8803
2095,tin,EU27,construction,447059.5014
2096,tin,EU27,construction,451641.5581
2097,tin,EU27,construction,456174.9837
2098,tin,EU27,construction,460658.7255
2099,tin,EU27,construction,465091.7475
2100,tin,EU27,construction,469473.0324
1870,tin,EU27,electrical_equipment,588.597228
1871,tin,EU27,electrical_equipment,1188.939578
1872,tin,EU27,electrical_equipment,1801.101045
1873,tin,EU27,electrical_equipment,2424.996493
1874,tin,EU27,electrical_equipment,3060.37942
1875,tin,EU27,electrical_equipment,3706.840775
1876,tin,EU27,electrical_equipment,4363.80927
1877,tin,EU27,electrical_equipment,5030.553606
1878,tin,EU27,electrical_equipment,5706.187035
1879,tin,EU27,electrical_equipment,6389.674606
1880,tin,EU27,electrical_equipment,7079.84342
1881,tin,EU27,electrical_equipment,7775.396091
1882,tin,EU27,electrical_equipment,8474.927573
1883,tin,EU27,electrical_equipment,9176.945336
1884,tin,EU27,electrical_equipment,9879.892774
1885,tin,EU27,electrical_equipment,10582.17558
1886,tin,EU27,electrical_equipment,11282.19063
1887,tin,EU27,electrical_equipment,11978.35687
1888,tin,EU27,electrical_equipment,12669.1473
1889,tin,EU27,electrical_equipment,13353.12146
1890,tin,EU27,electrical_equipment,14028.95722
1891,tin,EU27,electrical_equipment,14695.48089
1892,tin,EU27,electrical_equipment,15351.69476
1893,tin,EU27,electrical_equipment,15996.80085
1894,tin,EU27,electrical_equipment,16630.22001
1895,tin,EU27,electrical_equipment,17251.60557
1896,tin,EU27,electrical_equipment,17860.85103
1897,tin,EU27,electrical_equipment,18458.09118
1898,tin,EU27,electrical_equipment,19043.6968
1899,tin,EU27,electrical_equipment,19618.26294
1900,tin,EU27,electrical_equipment,20182.59132
1901,tin,EU27,electrical_equipment,20737.66759
1902,tin,EU27,electrical_equipment,21284.6343
1903,tin,EU27,electrical_equipment,21824.76086
1904,tin,EU27,electrical_equipment,22359.41168
1905,tin,EU27,electrical_equipment,22890.01373
1906,tin,EU27,electrical_equipment,23418.02491
1907,tin,EU27,electrical_equipment,23944.90431
1908,tin,EU27,electrical_equipment,24472.08535
1909,tin,EU27,electrical_equipment,25000.95273
1910,tin,EU27,electrical_equipment,25532.8235
1911,tin,EU27,electrical_equipment,26068.93283
1912,tin,EU27,electrical_equipment,26610.42425
1913,tin,EU27,electrical_equipment,27158.34428
1914,tin,EU27,electrical_equipment,27713.64114
1915,tin,EU27,electrical_equipment,28277.16683
1916,tin,EU27,electrical_equipment,28849.68201
1917,tin,EU27,electrical_equipment,29431.86315
1918,tin,EU27,electrical_equipment,30024.31095
1919,tin,EU27,electrical_equipment,30627.55974
1920,tin,EU27,electrical_equipment,31242.0871
1921,tin,EU27,electrical_equipment,31868.32327
1922,tin,EU27,electrical_equipment,32506.66005
1923,tin,EU27,electrical_equipment,33157.4589
1924,tin,EU27,electrical_equipment,33821.05817
1925,tin,EU27,electrical_equipment,34497.7792
1926,tin,EU27,electrical_equipment,35187.93159
1927,tin,EU27,electrical_equipment,35891.81742
1928,tin,EU27,electrical_equipment,36609.73471
1929,tin,EU27,electrical_equipment,37341.9801
1930,tin,EU27,electrical_equipment,38088.85094
1931,tin,EU27,electrical_equipment,38850.64691
1932,tin,EU27,electrical_equipment,39627.67114
1933,tin,EU27,electrical_equipment,40420.23118
1934,tin,EU27,electrical_equipment,41228.63962
1935,tin,EU27,electrical_equipment,42053.21457
1936,tin,EU27,electrical_equipment,42894.28006
1937,tin,EU27,electrical_equipment,43752.16632
1938,tin,EU27,electrical_equipment,44627.21
1939,tin,EU27,electrical_equipment,45519.75439
1940,tin,EU27,electrical_equipment,46430.14957
1941,tin,EU27,electrical_equipment,47358.75261
1942,tin,EU27,electrical_equipment,48305.92769
1943,tin,EU27,electrical_equipment,49272.04625
1944,tin,EU27,electrical_equipment,50257.48718
1945,tin,EU27,electrical_equipment,51262.63693
1946,tin,EU27,electrical_equipment,52287.88967
1947,tin,EU27,electrical_equipment,53333.64746
1948,tin,EU27,electrical_equipment,54400.32041
1949,tin,EU27,electrical_equipment,55488.32682
1950,tin,EU27,electrical_equipment,56598.09336
1951,tin,EU27,electrical_equipment,57730.05522
1952,tin,EU27,electrical_equipment,58884.65633
1953,tin,EU27,electrical_equipment,60062.34945
1954,tin,EU27,electrical_equipment,61263.59644
1955,tin,EU27,electrical_equipment,62488.86837
1956,tin,EU27,electrical_equipment,63738.64574
1957,tin,EU27,electrical_equipment,65013.41865
1958,tin,EU27,electrical_equipment,66313.68703
1959,tin,EU27,electrical_equipment,67639.96077
1960,tin,EU27,electrical_equipment,68992.75998
1961,tin,EU27,electrical_equipment,70372.61518
1962,tin,EU27,electrical_equipment,71780.06749
1963,tin,EU27,electrical_equipment,73215.66884
1964,tin,EU27,electrical_equipment,74679.98221
1965,tin,EU27,electrical_equipment,76173.58186
1966,tin,EU27,electrical_equipment,77697.05349
1967,tin,EU27,electrical_equipment,79250.99456
1968,tin,EU27,electrical_equipment,80836.01446
1969,tin,EU27,electrical_equipment,82452.73474
1970,tin,EU27,electrical_equipment,84101.78944
1971,tin,EU27,electrical_equipment,85783.82523
1972,tin,EU27,electrical_equipment,87499.50173
1973,tin,EU27,electrical_equipment,89249.49177
1974,tin,EU27,electrical_equipment,91034.4816
1975,tin,EU27,electrical_equipment,92855.17124
1976,tin,EU27,electrical_equipment,94457.71845
1977,tin,EU27,electrical_equipment,95843.46994
1978,tin,EU27,electrical_equipment,97013.81884
1979,tin,EU27,electrical_equipment,97970.27361
1980,tin,EU27,electrical_equipment,98714.52624
1981,tin,EU27,electrical_equipment,99472.5496
1982,tin,EU27,electrical_equipment,100240.9718
1983,tin,EU27,electrical_equipment,101016.7392
1984,tin,EU27,electrical_equipment,101797.1167
1985,tin,EU27,electrical_equipment,102579.6848
1986,tin,EU27,electrical_equipment,102778.7227
1987,tin,EU27,electrical_equipment,102408.0687
1988,tin,EU27,electrical_equipment,101482.0037
1989,tin,EU27,electrical_equipment,100015.386
1990,tin,EU27,electrical_equipment,98023.77486
1991,tin,EU27,electrical_equipment,96242.81748
1992,tin,EU27,electrical_equipment,94669.12986
1993,tin,EU27,electrical_equipment,93300.12816
1994,tin,EU27,electrical_equipment,92133.9064
1995,tin,EU27,electrical_equipment,91169.10379
1996,tin,EU27,electrical_equipment,90106.09293
1997,tin,EU27,electrical_equipment,88953.40839
1998,tin,EU27,electrical_equipment,87719.75394
1999,tin,EU27,electrical_equipment,86413.91367
2000,tin,EU27,electrical_equipment,85250.99517
2001,tin,EU27,electrical_equipment,84313.09925
2002,tin,EU27,electrical_equipment,83495.99574
2003,tin,EU27,electrical_equipment,82822.60989
2004,tin,EU27,electrical_equipment,82265.58671
2005,tin,EU27,electrical_equipment,81839.24279
2006,tin,EU27,electrical_equipment,81411.24593
2007,tin,EU27,electrical_equipment,80950.0614
2008,tin,EU27,electrical_equipment,80507.38829
2009,tin,EU27,electrical_equipment,80078.09829
2010,tin,EU27,electrical_equipment,79783.49898
2011,tin,EU27,electrical_equipment,79387.94694
2012,tin,EU27,electrical_equipment,79004.89917
2013,tin,EU27,electrical_equipment,78648.34953
2014,tin,EU27,electrical_equipment,78264.53284
2015,tin,EU27,electrical_equipment,77873.81191
2016,tin,EU27,electrical_equipment,77524.7966
2017,tin,EU27,electrical_equipment,77218.53009
2018,tin,EU27,electrical_equipment,76906.82939
2019,tin,EU27,electrical_equipment,76615.95774
2020,tin,EU27,electrical_equipment,76315.98
2021,tin,EU27,electrical_equipment,75989.82658
2022,tin,EU27,electrical_equipment,75652.99375
2023,tin,EU27,electrical_equipment,75314.13148
2024,tin,EU27,electrical_equipment,75104.98408
2025,tin,EU27,electrical_equipment,75025.559
2026,tin,EU27,electrical_equipment,75076.36602
2027,tin,EU27,electrical_equipment,75258.38678
2028,tin,EU27,electrical_equipment,75573.01973
2029,tin,EU27,electrical_equipment,76022.00261
2030,tin,EU27,electrical_equipment,76607.31542
2031,tin,EU27,electrical_equipment,77331.06781
2032,tin,EU27,electrical_equipment,78195.37531
2033,tin,EU27,electrical_equipment,79202.22929
2034,tin,EU27,electrical_equipment,80353.36559
2035,tin,EU27,electrical_equipment,81650.13665
2036,tin,EU27,electrical_equipment,83093.39167
2037,tin,EU27,electrical_equipment,84683.36873
